Epoch,Time,Loss,ACC
[7][25/88],10.281,0.191,0.940
[7][26/88],9.892,0.701,0.780
[7][27/88],10.926,0.202,0.920
[7][28/88],11.646,0.251,0.920
[7][29/88],10.129,0.666,0.820
[7][30/88],10.914,0.180,0.940
[7][31/88],10.442,0.208,0.920
[7][32/88],10.293,0.173,0.940
[7][33/88],10.394,0.570,0.760
[7][34/88],10.945,0.309,0.880
[7][35/88],11.241,0.234,0.960
[7][36/88],11.706,0.181,0.960
[7][37/88],11.215,0.178,0.960
[7][38/88],11.046,0.333,0.900
[7][39/88],10.391,0.248,0.860
[7][40/88],10.588,0.252,0.880
[7][41/88],12.402,0.252,0.900
[7][42/88],10.552,0.174,0.960
[7][43/88],10.864,0.180,0.900
[7][44/88],11.114,0.404,0.920
[7][45/88],11.022,0.309,0.880
[7][46/88],10.952,0.374,0.860
[7][47/88],10.620,0.251,0.920
[7][48/88],12.377,0.271,0.940
[7][49/88],10.810,0.475,0.920
[7][50/88],10.850,0.208,0.960
[7][51/88],11.446,0.140,0.940
[7][52/88],11.849,0.247,0.880
[7][53/88],11.623,0.214,0.920
[7][54/88],10.850,0.190,0.920
[7][55/88],11.054,0.210,0.920
[7][56/88],10.529,0.257,0.900
[7][57/88],11.472,0.177,0.960
[7][58/88],10.540,0.212,0.940
[7][59/88],12.530,0.284,0.860
[7][60/88],12.045,0.412,0.860
[7][61/88],12.257,0.267,0.940
[7][62/88],10.959,0.256,0.900
[7][63/88],11.058,0.347,0.900
[7][64/88],10.662,0.384,0.900
[7][65/88],11.624,0.178,0.920
[7][66/88],11.467,0.251,0.940
[7][67/88],11.211,0.139,0.980
[7][68/88],11.253,0.301,0.880
[7][69/88],10.116,0.232,0.920
[7][70/88],10.963,0.192,0.940
[7][71/88],11.865,0.376,0.860
[7][72/88],12.117,0.200,0.920
[7][73/88],11.017,0.310,0.880
[7][74/88],11.272,0.422,0.840
[7][75/88],12.323,0.319,0.900
[7][76/88],11.499,0.181,0.920
[7][77/88],12.616,0.308,0.940
[7][78/88],12.152,0.201,0.920
[7][79/88],11.743,0.181,0.900
[7][80/88],11.313,0.299,0.880
[7][81/88],10.572,0.403,0.900
[7][82/88],11.265,0.121,0.920
[7][83/88],11.766,0.181,0.920
[7][84/88],12.030,0.416,0.880
[7][85/88],11.561,0.191,0.960
[7][86/88],11.967,0.260,0.880
[7][87/88],10.475,0.262,0.880
[7][88/88],1.219,0.019,1.000
[8][1/88],8.731,0.259,0.940
[8][2/88],10.285,0.314,0.880
[8][3/88],9.832,0.584,0.840
[8][4/88],9.587,0.283,0.920
[8][5/88],9.620,0.280,0.880
[8][6/88],9.330,0.140,0.940
[8][7/88],9.712,0.212,0.920
[8][8/88],10.978,0.354,0.860
[8][9/88],11.228,0.333,0.860
[8][10/88],9.349,0.322,0.900
[8][11/88],10.498,0.260,0.940
[8][12/88],10.084,0.211,0.900
[8][13/88],10.775,0.397,0.860
[8][14/88],10.732,0.297,0.900
[8][15/88],10.337,0.239,0.900
[8][16/88],10.711,0.258,0.960
[8][17/88],10.653,0.287,0.900
[8][18/88],10.237,0.165,0.960
[8][19/88],9.657,0.156,0.960
[8][20/88],10.464,0.326,0.900
[8][21/88],11.349,0.255,0.880
[8][22/88],10.600,0.259,0.880
[8][23/88],10.137,0.161,0.960
[8][24/88],10.800,0.176,0.940
[8][25/88],10.680,0.340,0.840
[8][26/88],9.993,0.232,0.880
[8][27/88],10.128,0.291,0.920
[8][28/88],10.504,0.245,0.940
[8][29/88],9.828,0.322,0.880
[8][30/88],11.635,0.314,0.920
[8][31/88],11.648,0.279,0.920
[8][32/88],11.799,0.151,0.960
[8][33/88],9.999,0.310,0.860
[8][34/88],11.614,0.226,0.920
[8][35/88],10.389,0.188,0.940
[8][36/88],9.091,0.290,0.880
[8][37/88],10.265,0.311,0.920
[8][38/88],11.070,0.266,0.900
[8][39/88],11.715,0.185,0.920
[8][40/88],10.032,0.241,0.900
[8][41/88],11.301,0.324,0.860
[8][42/88],11.007,0.243,0.920
[8][43/88],11.426,0.220,0.940
[8][44/88],11.528,0.117,0.960
[8][45/88],11.205,0.259,0.880
[8][46/88],11.250,0.217,0.900
[8][47/88],12.627,0.231,0.920
[8][48/88],11.036,0.391,0.900
[8][49/88],12.205,0.170,0.920
[8][50/88],11.257,0.163,0.940
[8][51/88],10.255,0.173,0.960
[8][52/88],10.857,0.203,0.940
[8][53/88],11.361,0.200,0.900
[8][54/88],12.085,0.198,0.900
[8][55/88],10.386,0.372,0.880
[8][56/88],10.778,0.241,0.920
[8][57/88],11.321,0.310,0.880
[8][58/88],11.939,0.275,0.900
[8][59/88],11.917,0.283,0.900
[8][60/88],11.832,0.269,0.920
[8][61/88],12.334,0.384,0.860
[8][62/88],10.809,0.089,0.960
[8][63/88],10.398,0.361,0.880
[8][64/88],11.774,0.380,0.880
[8][65/88],11.149,0.065,0.980
[8][66/88],11.123,0.276,0.920
[8][67/88],11.794,0.451,0.880
[8][68/88],10.983,0.222,0.940
[8][69/88],12.022,0.240,0.920
[8][70/88],11.202,0.331,0.860
[8][71/88],10.973,0.131,0.960
[8][72/88],10.848,0.199,0.900
[8][73/88],10.964,0.299,0.920
[8][74/88],12.342,0.334,0.860
[8][75/88],12.105,0.319,0.880
[8][76/88],11.615,0.345,0.900
[8][77/88],11.475,0.168,0.960
[8][78/88],11.876,0.381,0.900
[8][79/88],11.296,0.223,0.900
[8][80/88],10.997,0.276,0.880
[8][81/88],10.735,0.216,0.940
[8][82/88],11.550,0.235,0.900
[8][83/88],11.173,0.178,0.960
[8][84/88],12.336,0.199,0.940
[8][85/88],12.055,0.181,0.960
[8][86/88],12.471,0.152,0.960
[8][87/88],10.995,0.182,0.920
[8][88/88],0.769,0.073,1.000
[9][1/88],9.368,0.187,0.960
[9][2/88],9.486,0.207,0.920
[9][3/88],9.250,0.134,0.940
[9][4/88],9.645,0.317,0.840
[9][5/88],10.861,0.159,0.940
[9][6/88],9.043,0.347,0.900
[9][7/88],9.214,0.298,0.880
[9][8/88],9.887,0.468,0.840
[9][9/88],10.165,0.313,0.880
[9][10/88],10.012,0.223,0.880
[9][11/88],8.757,0.096,0.980
[9][12/88],9.889,0.364,0.820
[9][13/88],10.468,0.198,0.940
[9][14/88],10.460,0.239,0.920
[9][15/88],10.190,0.118,0.960
[9][16/88],9.031,0.209,0.960
[9][17/88],9.428,0.239,0.900
[9][18/88],10.195,0.368,0.840
[9][19/88],9.533,0.168,0.920
[9][20/88],10.307,0.241,0.880
[9][21/88],10.506,0.414,0.860
[9][22/88],9.149,0.174,0.920
[9][23/88],10.872,0.215,0.940
[9][24/88],10.084,0.164,0.940
[9][25/88],10.550,0.173,0.940
[9][26/88],9.757,0.171,0.980
[9][27/88],9.482,0.116,0.960
[9][28/88],11.851,0.182,0.940
[9][29/88],11.505,0.118,0.980
[9][30/88],10.318,0.158,0.960
[9][31/88],11.039,0.325,0.920
[9][32/88],11.542,0.202,0.920
[9][33/88],10.830,0.810,0.820
[9][34/88],10.270,0.202,0.940
[9][35/88],11.543,0.427,0.780
[9][36/88],12.598,0.456,0.840
[9][37/88],10.626,0.287,0.880
[9][38/88],11.638,0.193,0.960
[9][39/88],10.740,0.277,0.900
[9][40/88],10.752,0.450,0.880
[9][41/88],10.948,0.301,0.900
[9][42/88],11.231,0.139,0.940
[9][43/88],10.352,0.189,0.960
[9][44/88],11.973,0.113,0.980
[9][45/88],9.862,0.210,0.940
[9][46/88],10.497,0.270,0.920
[9][47/88],10.348,0.281,0.900
[9][48/88],12.031,0.230,0.900
[9][49/88],11.462,0.252,0.940
[9][50/88],11.811,0.240,0.860
[9][51/88],11.251,0.164,0.960
[9][52/88],9.980,0.191,0.940
[9][53/88],10.957,0.109,0.960
[9][54/88],11.823,0.344,0.900
[9][55/88],12.080,0.226,0.900
[9][56/88],11.128,0.193,0.940
[9][57/88],10.472,0.286,0.880
[9][58/88],10.079,0.203,0.940
[9][59/88],11.931,0.261,0.880
[9][60/88],11.243,0.198,0.940
[9][61/88],11.608,0.344,0.900
[9][62/88],12.084,0.106,0.980
[9][63/88],11.193,0.364,0.860
[9][64/88],11.459,0.154,0.980
[9][65/88],10.738,0.136,0.940
[9][66/88],11.653,0.258,0.920
[9][67/88],11.385,0.181,0.940
[9][68/88],12.069,0.277,0.900
[9][69/88],11.058,0.409,0.760
[9][70/88],11.662,0.193,0.900
[9][71/88],12.037,0.283,0.920
[9][72/88],11.372,0.256,0.900
[9][73/88],12.614,0.265,0.900
[9][74/88],12.099,0.319,0.900
[9][75/88],11.820,0.163,0.960
[9][76/88],11.200,0.247,0.900
[9][77/88],10.874,0.232,0.900
[9][78/88],12.203,0.270,0.900
[9][79/88],11.201,0.241,0.880
[9][80/88],10.795,0.161,0.940
[9][81/88],10.349,0.229,0.900
[9][82/88],11.837,0.247,0.960
[9][83/88],12.534,0.443,0.900
[9][84/88],11.833,0.323,0.920
[9][85/88],12.664,0.229,0.900
[9][86/88],12.089,0.559,0.860
[9][87/88],12.327,0.290,0.900
[9][88/88],0.966,0.028,1.000
[10][1/88],9.034,0.146,0.960
[10][2/88],10.023,0.356,0.860
[10][3/88],9.496,0.164,0.900
[10][4/88],8.955,0.165,0.940
[10][5/88],9.909,0.298,0.900
[10][6/88],10.568,0.161,0.940
[10][7/88],9.724,0.278,0.920
[10][8/88],8.993,0.219,0.940
[10][9/88],9.827,0.427,0.820
[10][10/88],9.198,0.278,0.920
[10][11/88],10.872,0.276,0.900
[10][12/88],9.738,0.135,0.940
[10][13/88],9.463,0.308,0.900
[10][14/88],9.552,0.254,0.920
[10][15/88],9.276,0.112,0.980
[10][16/88],9.458,0.309,0.860
[10][17/88],11.398,0.222,0.940
[10][18/88],10.997,0.129,0.980
[10][19/88],9.994,0.240,0.920
[10][20/88],10.421,0.194,0.900
[10][21/88],10.194,0.222,0.920
[10][22/88],11.238,0.156,0.980
[10][23/88],10.341,0.268,0.900
[10][24/88],11.523,0.367,0.880
[10][25/88],11.586,0.310,0.880
[10][26/88],11.708,0.166,0.940
[10][27/88],9.759,0.133,0.960
[10][28/88],11.641,0.376,0.800
[10][29/88],11.150,0.181,0.940
[10][30/88],11.068,0.164,0.940
[10][31/88],10.377,0.405,0.820
[10][32/88],10.511,0.243,0.940
[10][33/88],10.870,0.182,0.920
[10][34/88],10.906,0.318,0.880
[10][35/88],10.227,0.333,0.860
[10][36/88],11.219,0.228,0.920
[10][37/88],11.033,0.467,0.940
[10][38/88],11.678,0.244,0.920
[10][39/88],10.199,0.156,0.940
[10][40/88],12.123,0.475,0.880
[10][41/88],10.142,0.107,1.000
[10][42/88],11.739,0.169,0.980
[10][43/88],10.771,0.219,0.940
[10][44/88],11.589,0.361,0.900
[10][45/88],11.907,0.247,0.960
[10][46/88],10.252,0.257,0.880
[10][47/88],12.143,0.310,0.860
[10][48/88],9.246,0.292,0.860
[10][49/88],11.050,0.520,0.780
[10][50/88],12.363,0.157,0.940
[10][51/88],10.061,0.422,0.880
[10][52/88],10.544,0.307,0.880
[10][53/88],11.294,0.162,0.960
[10][54/88],10.811,0.240,0.940
[10][55/88],11.817,0.225,0.920
[10][56/88],10.533,0.456,0.880
[10][57/88],11.719,0.183,0.940
[10][58/88],11.621,0.197,0.940
[10][59/88],10.699,0.236,0.920
[10][60/88],10.426,0.183,0.940
[10][61/88],11.678,0.100,0.980
[10][62/88],11.159,0.238,0.920
[10][63/88],11.435,0.151,0.960
[10][64/88],11.227,0.290,0.880
[10][65/88],11.818,0.313,0.880
[10][66/88],11.995,0.207,0.920
[10][67/88],11.373,0.462,0.860
[10][68/88],11.687,0.284,0.920
[10][69/88],11.801,0.191,0.900
[10][70/88],10.897,0.239,0.880
[10][71/88],13.029,0.204,0.900
[10][72/88],10.112,0.141,0.940
[10][73/88],12.335,0.236,0.920
[10][74/88],11.534,0.333,0.880
[10][75/88],12.751,0.159,0.960
[10][76/88],11.966,0.194,0.940
[10][77/88],12.570,0.352,0.920
[10][78/88],11.257,0.114,0.980
[10][79/88],12.116,0.226,0.940
[10][80/88],12.378,0.207,0.920
[10][81/88],10.534,0.206,0.940
[10][82/88],10.600,0.247,0.920
[10][83/88],11.118,0.222,0.920
[10][84/88],13.516,0.297,0.900
[10][85/88],12.355,0.181,0.920
[10][86/88],12.159,0.217,0.900
[10][87/88],10.525,0.328,0.880
[10][88/88],1.155,0.440,0.750
[11][1/88],8.774,0.273,0.900
[11][2/88],9.332,0.190,0.960
[11][3/88],9.734,0.408,0.860
[11][4/88],8.942,0.340,0.880
[11][5/88],10.091,0.136,0.940
[11][6/88],10.440,0.155,0.960
[11][7/88],10.023,0.290,0.900
[11][8/88],10.245,0.245,0.900
[11][9/88],9.534,0.202,0.900
[11][10/88],10.058,0.315,0.880
[11][11/88],9.286,0.118,0.960
[11][12/88],10.335,0.227,0.900
[11][13/88],9.188,0.175,0.940
[11][14/88],10.887,0.230,0.920
[11][15/88],10.643,0.108,0.980
[11][16/88],9.952,0.324,0.880
[11][17/88],9.163,0.118,0.960
[11][18/88],11.006,0.418,0.860
[11][19/88],10.333,0.283,0.920
[11][20/88],10.293,0.362,0.920
[11][21/88],9.933,0.408,0.900
[11][22/88],9.462,0.304,0.860
[11][23/88],10.494,0.189,0.900
[11][24/88],11.316,0.177,0.940
[11][25/88],9.644,0.149,0.920
[11][26/88],9.983,0.258,0.920
[11][27/88],11.715,0.219,0.920
[11][28/88],10.596,0.208,0.920
[11][29/88],9.898,0.157,0.980
[11][30/88],11.862,0.326,0.880
[11][31/88],12.438,0.342,0.920
[11][32/88],9.461,0.178,0.960
[11][33/88],11.105,0.119,0.960
[11][34/88],10.721,0.262,0.880
[11][35/88],11.280,0.230,0.900
[11][36/88],10.584,0.338,0.900
[11][37/88],11.459,0.258,0.900
[11][38/88],9.840,0.186,0.920
[11][39/88],10.883,0.200,0.920
[11][40/88],10.904,0.245,0.940
[11][41/88],12.080,0.276,0.900
[11][42/88],10.834,0.333,0.900
[11][43/88],11.013,0.188,0.920
[11][44/88],10.506,0.214,0.920
[11][45/88],12.606,0.237,0.920
[11][46/88],11.843,0.398,0.820
[11][47/88],11.476,0.180,0.920
[11][48/88],11.376,0.286,0.860
[11][49/88],11.336,0.190,0.920
[11][50/88],10.462,0.575,0.840
[11][51/88],11.745,0.472,0.880
[11][52/88],10.594,0.257,0.880
[11][53/88],10.999,0.167,0.960
[11][54/88],11.500,0.119,0.960
[11][55/88],12.472,0.177,0.960
[11][56/88],10.641,0.296,0.900
[11][57/88],10.946,0.222,0.880
[11][58/88],11.654,0.404,0.880
[11][59/88],11.838,0.261,0.900
[11][60/88],11.247,0.245,0.940
[11][61/88],11.607,0.208,0.920
[11][62/88],10.752,0.204,0.940
[11][63/88],11.209,0.338,0.900
[11][64/88],11.372,0.235,0.920
[11][65/88],11.210,0.204,0.900
[11][66/88],10.632,0.128,0.960
[11][67/88],11.399,0.293,0.900
[11][68/88],12.815,0.217,0.920
[11][69/88],11.397,0.261,0.900
[11][70/88],11.184,0.139,0.960
[11][71/88],10.397,0.267,0.920
[11][72/88],12.274,0.177,0.920
[11][73/88],11.109,0.144,0.980
[11][74/88],11.288,0.275,0.880
[11][75/88],11.959,0.264,0.940
[11][76/88],12.031,0.331,0.880
[11][77/88],11.507,0.354,0.920
[11][78/88],11.851,0.223,0.920
[11][79/88],12.801,0.107,0.980
[11][80/88],11.148,0.214,0.920
[11][81/88],11.638,0.206,0.900
[11][82/88],11.654,0.299,0.940
[11][83/88],12.705,0.217,0.940
[11][84/88],11.948,0.217,0.940
[11][85/88],11.507,0.287,0.860
[11][86/88],13.329,0.264,0.900
[11][87/88],11.853,0.160,0.940
[11][88/88],0.728,0.085,1.000
[12][1/88],10.362,0.269,0.920
[12][2/88],9.281,0.172,0.960
[12][3/88],9.012,0.287,0.900
[12][4/88],10.675,0.176,0.960
[12][5/88],9.224,0.216,0.920
[12][6/88],11.020,0.126,0.960
[12][7/88],11.243,0.391,0.880
[12][8/88],10.668,0.202,0.920
[12][9/88],9.230,0.272,0.900
[12][10/88],10.107,0.144,0.980
[12][11/88],10.212,0.311,0.880
[12][12/88],9.522,0.052,1.000
[12][13/88],10.119,0.197,0.920
[12][14/88],10.217,0.341,0.860
[12][15/88],10.586,0.317,0.920
[12][16/88],11.302,0.113,0.980
[12][17/88],8.982,0.380,0.860
[12][18/88],11.229,0.135,0.960
[12][19/88],9.604,0.199,0.960
[12][20/88],11.287,0.309,0.880
[12][21/88],11.482,0.336,0.900
[12][22/88],10.906,0.332,0.900
[12][23/88],9.923,0.179,0.940
[12][24/88],10.853,0.165,0.960
[12][25/88],10.292,0.235,0.920
[12][26/88],9.748,0.127,0.980
[12][27/88],9.332,0.149,0.940
[12][28/88],11.563,0.208,0.920
[12][29/88],10.237,0.175,0.960
[12][30/88],10.877,0.230,0.860
[12][31/88],10.917,0.178,0.920
[12][32/88],10.722,0.250,0.920
[12][33/88],10.879,0.261,0.920
[12][34/88],9.966,0.263,0.920
[12][35/88],12.328,0.205,0.900
[12][36/88],11.154,0.344,0.900
[12][37/88],12.683,0.270,0.900
[12][38/88],10.804,0.321,0.860
[12][39/88],11.828,0.415,0.880
[12][40/88],10.702,0.240,0.900
[12][41/88],11.449,0.359,0.880
[12][42/88],11.382,0.339,0.880
[12][43/88],13.173,0.246,0.940
[12][44/88],11.287,0.305,0.880
[12][45/88],11.065,0.176,0.940
[12][46/88],10.946,0.212,0.920
[12][47/88],11.368,0.208,0.940
[12][48/88],10.094,0.392,0.880
[12][49/88],11.867,0.248,0.920
[12][50/88],10.703,0.198,0.940
[12][51/88],11.695,0.216,0.940
[12][52/88],10.690,0.204,0.960
[12][53/88],11.028,0.242,0.920
[12][54/88],11.558,0.217,0.900
[12][55/88],12.317,0.252,0.900
[12][56/88],12.278,0.185,0.920
[12][57/88],11.189,0.102,0.960
[12][58/88],11.515,0.282,0.920
[12][59/88],11.259,0.285,0.900
[12][60/88],10.977,0.197,0.920
[12][61/88],11.120,0.288,0.860
[12][62/88],10.834,0.134,0.960
[12][63/88],11.521,0.144,0.940
[12][64/88],11.106,0.192,0.940
[12][65/88],11.474,0.239,0.920
[12][66/88],11.504,0.305,0.920
[12][67/88],11.589,0.259,0.900
[12][68/88],10.307,0.286,0.940
[12][69/88],10.657,0.220,0.900
[12][70/88],11.393,0.164,0.920
[12][71/88],11.748,0.285,0.940
[12][72/88],11.604,0.253,0.880
[12][73/88],11.153,0.263,0.880
[12][74/88],12.146,0.360,0.860
[12][75/88],10.666,0.284,0.920
[12][76/88],11.835,0.290,0.900
[12][77/88],11.064,0.229,0.900
[12][78/88],11.314,0.245,0.880
[12][79/88],11.866,0.078,0.980
[12][80/88],11.695,0.342,0.880
[12][81/88],11.432,0.186,0.920
[12][82/88],11.957,0.259,0.880
[12][83/88],11.706,0.225,0.960
[12][84/88],10.740,0.374,0.920
[12][85/88],11.586,0.388,0.800
[12][86/88],10.950,0.316,0.960
[12][87/88],13.374,0.193,0.940
[12][88/88],0.801,0.729,0.750
[13][1/88],9.673,0.120,0.960
[13][2/88],8.615,0.174,0.900
[13][3/88],10.552,0.147,0.920
[13][4/88],9.845,0.165,0.960
[13][5/88],9.975,0.109,0.980
[13][6/88],9.969,0.256,0.900
[13][7/88],9.524,0.484,0.840
[13][8/88],10.136,0.163,0.940
[13][9/88],9.053,0.324,0.880
[13][10/88],9.865,0.276,0.940
[13][11/88],9.516,0.191,0.920
[13][12/88],11.094,0.372,0.820
[13][13/88],10.470,0.315,0.900
[13][14/88],11.029,0.265,0.920
[13][15/88],10.235,0.224,0.940
[13][16/88],10.888,0.061,0.980
[13][17/88],9.546,0.112,0.960
[13][18/88],11.296,0.316,0.900
[13][19/88],11.201,0.249,0.920
[13][20/88],11.827,0.303,0.900
[13][21/88],11.529,0.209,0.960
[13][22/88],11.110,0.267,0.900
[13][23/88],9.362,0.267,0.900
[13][24/88],11.270,0.263,0.920
[13][25/88],10.525,0.143,0.920
[13][26/88],11.698,0.264,0.920
[13][27/88],11.906,0.185,0.940
[13][28/88],10.818,0.224,0.940
[13][29/88],11.539,0.393,0.860
[13][30/88],12.486,0.291,0.900
[13][31/88],10.666,0.230,0.920
[13][32/88],10.811,0.225,0.880
[13][33/88],10.759,0.201,0.920
[13][34/88],11.089,0.176,0.940
[13][35/88],9.953,0.137,0.960
[13][36/88],11.360,0.190,0.940
[13][37/88],10.486,0.299,0.900
[13][38/88],10.562,0.306,0.940
[13][39/88],11.224,0.310,0.900
[13][40/88],12.392,0.325,0.860
[13][41/88],10.971,0.413,0.860
[13][42/88],10.942,0.278,0.920
[13][43/88],10.783,0.290,0.880
[13][44/88],10.797,0.201,0.920
[13][45/88],10.415,0.246,0.880
[13][46/88],11.144,0.182,0.940
[13][47/88],10.279,0.201,0.940
[13][48/88],11.598,0.391,0.900
[13][49/88],10.343,0.157,0.940
[13][50/88],10.721,0.269,0.900
[13][51/88],10.705,0.238,0.900
[13][52/88],11.616,0.241,0.920
[13][53/88],12.131,0.170,0.940
[13][54/88],12.119,0.162,0.920
[13][55/88],11.382,0.375,0.860
[13][56/88],10.306,0.232,0.920
[13][57/88],10.732,0.249,0.900
[13][58/88],10.650,0.240,0.940
[13][59/88],11.318,0.320,0.900
[13][60/88],11.333,0.200,0.920
[13][61/88],11.981,0.327,0.900
[13][62/88],10.874,0.231,0.920
[13][63/88],11.428,0.204,0.920
[13][64/88],12.399,0.332,0.880
[13][65/88],11.690,0.167,0.960
[13][66/88],11.527,0.279,0.920
[13][67/88],11.939,0.164,0.940
[13][68/88],11.345,0.184,0.940
[13][69/88],11.896,0.200,0.920
[13][70/88],10.841,0.143,0.940
[13][71/88],12.103,0.427,0.860
[13][72/88],12.193,0.276,0.920
[13][73/88],10.938,0.256,0.920
[13][74/88],12.942,0.222,0.900
[13][75/88],11.017,0.147,0.940
[13][76/88],11.395,0.193,0.940
[13][77/88],11.293,0.304,0.840
[13][78/88],13.059,0.200,0.940
[13][79/88],12.817,0.357,0.880
[13][80/88],12.220,0.334,0.900
[13][81/88],11.329,0.109,0.980
[13][82/88],12.478,0.169,0.940
[13][83/88],11.575,0.254,0.920
[13][84/88],12.373,0.347,0.880
[13][85/88],12.026,0.139,0.960
[13][86/88],11.963,0.153,0.960
[13][87/88],12.155,0.312,0.880
[13][88/88],0.968,0.539,0.750
[14][1/88],9.960,0.295,0.900
[14][2/88],9.010,0.207,0.960
[14][3/88],10.595,0.345,0.900
[14][4/88],10.409,0.235,0.900
[14][5/88],8.749,0.213,0.900
[14][6/88],9.830,0.256,0.940
[14][7/88],9.836,0.222,0.920
[14][8/88],10.829,0.312,0.900
[14][9/88],9.220,0.114,1.000
[14][10/88],9.704,0.343,0.900
[14][11/88],9.796,0.202,0.920
[14][12/88],11.083,0.203,0.940
[14][13/88],10.284,0.231,0.920
[14][14/88],9.593,0.220,0.940
[14][15/88],10.658,0.413,0.860
[14][16/88],10.628,0.168,0.940
[14][17/88],9.677,0.201,0.920
[14][18/88],10.336,0.170,0.940
[14][19/88],11.360,0.276,0.900
[14][20/88],9.612,0.254,0.920
[14][21/88],10.622,0.330,0.920
[14][22/88],10.858,0.201,0.900
[14][23/88],10.893,0.492,0.800
[14][24/88],11.492,0.159,0.960
[14][25/88],11.823,0.318,0.880
[14][26/88],10.746,0.343,0.880
[14][27/88],10.159,0.261,0.880
[14][28/88],11.637,0.235,0.920
[14][29/88],10.873,0.117,0.960
[14][30/88],9.525,0.206,0.960
[14][31/88],10.975,0.146,0.940
[14][32/88],10.208,0.247,0.880
[14][33/88],11.330,0.300,0.900
[14][34/88],11.459,0.413,0.860
[14][35/88],11.882,0.196,0.880
[14][36/88],11.937,0.316,0.920
[14][37/88],11.678,0.154,0.980
[14][38/88],11.492,0.141,0.940
[14][39/88],10.406,0.196,0.920
[14][40/88],12.309,0.356,0.900
[14][41/88],12.568,0.301,0.900
[14][42/88],9.747,0.170,0.920
[14][43/88],10.754,0.237,0.940
[14][44/88],11.527,0.174,0.960
[14][45/88],11.960,0.260,0.920
[14][46/88],11.813,0.297,0.880
[14][47/88],10.808,0.214,0.940
[14][48/88],10.733,0.255,0.880
[14][49/88],11.318,0.159,0.920
[14][50/88],10.789,0.152,0.920
[14][51/88],10.881,0.165,0.960
[14][52/88],13.021,0.194,0.920
[14][53/88],11.310,0.204,0.940
[14][54/88],11.024,0.144,0.940
[14][55/88],11.636,0.399,0.820
[14][56/88],10.389,0.195,0.920
[14][57/88],11.570,0.152,0.980
[14][58/88],11.145,0.189,0.900
[14][59/88],12.801,0.206,0.920
[14][60/88],11.724,0.368,0.860
[14][61/88],12.551,0.223,0.900
[14][62/88],11.235,0.244,0.900
[14][63/88],11.596,0.270,0.900
[14][64/88],12.116,0.075,0.980
[14][65/88],10.864,0.247,0.920
[14][66/88],11.971,0.144,0.960
[14][67/88],11.114,0.083,0.980
[14][68/88],10.895,0.372,0.900
[14][69/88],11.714,0.221,0.940
[14][70/88],10.693,0.243,0.900
[14][71/88],11.078,0.220,0.920
[14][72/88],11.833,0.100,0.940
[14][73/88],11.406,0.223,0.940
[14][74/88],11.782,0.246,0.900
[14][75/88],11.293,0.311,0.920
[14][76/88],11.778,0.232,0.940
[14][77/88],11.384,0.196,0.900
[14][78/88],12.183,0.332,0.940
[14][79/88],11.823,0.227,0.940
[14][80/88],12.449,0.268,0.880
[14][81/88],11.916,0.318,0.940
[14][82/88],11.537,0.188,0.920
[14][83/88],11.397,0.233,0.900
[14][84/88],12.216,0.254,0.880
[14][85/88],11.125,0.347,0.900
[14][86/88],11.726,0.369,0.860
[14][87/88],10.824,0.290,0.900
[14][88/88],1.007,0.027,1.000
[15][1/88],9.569,0.226,0.900
[15][2/88],9.290,0.241,0.920
[15][3/88],10.054,0.238,0.920
[15][4/88],9.928,0.258,0.880
[15][5/88],11.274,0.413,0.920
[15][6/88],9.115,0.281,0.900
[15][7/88],9.709,0.160,0.960
[15][8/88],9.520,0.253,0.900
[15][9/88],9.849,0.342,0.860
[15][10/88],9.920,0.244,0.900
[15][11/88],10.389,0.226,0.960
[15][12/88],10.056,0.343,0.880
[15][13/88],10.468,0.107,0.960
[15][14/88],11.071,0.165,0.960
[15][15/88],10.851,0.310,0.880
[15][16/88],10.376,0.187,0.920
[15][17/88],10.010,0.462,0.820
[15][18/88],10.469,0.168,0.940
[15][19/88],10.880,0.356,0.840
[15][20/88],11.359,0.243,0.900
[15][21/88],10.112,0.194,0.940
[15][22/88],9.649,0.252,0.940
[15][23/88],10.279,0.234,0.920
[15][24/88],11.006,0.283,0.880
[15][25/88],9.619,0.169,0.940
[15][26/88],11.205,0.517,0.860
[15][27/88],10.896,0.328,0.900
[15][28/88],10.030,0.292,0.920
[15][29/88],11.507,0.183,0.940
[15][30/88],12.992,0.223,0.920
[15][31/88],10.945,0.289,0.920
[15][32/88],10.457,0.230,0.900
[15][33/88],11.241,0.244,0.860
[15][34/88],11.233,0.179,0.960
[15][35/88],12.455,0.362,0.880
[15][36/88],11.835,0.367,0.860
[15][37/88],11.905,0.145,0.920
[15][38/88],9.884,0.200,0.920
[15][39/88],11.580,0.174,0.920
[15][40/88],11.888,0.218,0.920
[15][41/88],9.376,0.317,0.900
[15][42/88],11.321,0.258,0.900
[15][43/88],11.283,0.177,0.920
[15][44/88],11.181,0.250,0.920
[15][45/88],10.593,0.172,0.940
[15][46/88],10.321,0.115,0.980
[15][47/88],11.832,0.222,0.920
[15][48/88],11.655,0.198,0.920
[15][49/88],10.906,0.256,0.960
[15][50/88],12.695,0.163,0.940
[15][51/88],11.826,0.315,0.920
[15][52/88],11.181,0.368,0.940
[15][53/88],11.691,0.227,0.920
[15][54/88],10.727,0.129,0.980
[15][55/88],11.235,0.109,0.980
[15][56/88],11.469,0.231,0.880
